title,is_favorite,date_added,confidence,notes
The Thomas Crown Affair (1968),false,2019-11-10,estimated,present in oldest available revision (2019-11-10); actual add date unknown
Thor,false,2019-11-10,estimated,present in oldest available revision (2019-11-10); actual add date unknown
"Three Billboards Outside Ebbing, Missouri",false,2019-11-10,estimated,present in oldest available revision (2019-11-10); actual add date unknown
Thunderball,false,2019-11-10,estimated,present in oldest available revision (2019-11-10); actual add date unknown
The Thursday Murder Club,false,2019-11-10,estimated,present in oldest available revision (2019-11-10); actual add date unknown
Time Bandits,false,2019-11-10,estimated,present in oldest available revision (2019-11-10); actual add date unknown
Time Trap,false,2019-11-10,estimated,present in oldest available revision (2019-11-10); actual add date unknown
Titan AE,false,2019-11-10,estimated,present in oldest available revision (2019-11-10); actual add date unknown
Titanic,false,2019-11-10,estimated,present in oldest available revision (2019-11-10); actual add date unknown
Tomb Raider,false,2019-11-10,estimated,present in oldest available revision (2019-11-10); actual add date unknown
Tommy Boy,false,2019-11-10,estimated,present in oldest available revision (2019-11-10); actual add date unknown
Tomorrow Never Dies,false,2019-11-10,estimated,present in oldest available revision (2019-11-10); actual add date unknown
The Tomorrow War,false,2019-11-10,estimated,present in oldest available revision (2019-11-10); actual add date unknown
Top Gun,false,2019-11-10,estimated,present in oldest available revision (2019-11-10); actual add date unknown
Total Recall,false,2020-09-06,exact,"reorder detected (row 1231 had ""Zootopia""); date from title-string fallback"
The Town,false,2019-11-10,estimated,"reorder detected (row 1232 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Toy Story,false,2019-11-10,estimated,"reorder detected (row 1233 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Toy Story 2,false,2019-11-10,estimated,"reorder detected (row 1234 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Toy Story 3,false,2019-11-10,estimated,"reorder detected (row 1235 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Toy Story 4,false,2020-01-17,exact,"reorder detected (row 1236 had ""Zootopia""); date from title-string fallback"
Toys,false,2019-11-10,estimated,"reorder detected (row 1237 had ""Zoolander 2""); date from title-string fallback; present in oldest revision"
Trading Places,false,2019-11-10,estimated,"reorder detected (row 1238 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Train to Busan,false,2020-07-26,exact,"reorder detected (row 1239 had ""Zoolander 2""); date from title-string fallback"
Training Day,false,2021-06-20,exact,"reorder detected (row 1240 had ""Zootopia""); date from title-string fallback"
Traitor,false,2019-11-10,estimated,"reorder detected (row 1241 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Transcendence,false,2019-11-10,estimated,"reorder detected (row 1242 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Transformers,false,2019-11-10,estimated,"reorder detected (row 1243 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Transformers: Revenge of the Fallen,false,2019-11-10,estimated,"reorder detected (row 1244 had ""Zoolander""); date from title-string fallback; present in oldest revision"
The Transporter,false,2019-11-10,estimated,"reorder detected (row 1245 had ""Zoolander 2""); date from title-string fallback; present in oldest revision"
Transsiberian,false,2019-11-10,estimated,"reorder detected (row 1246 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Treasure Planet,false,2019-11-10,estimated,"reorder detected (row 1247 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Tremors,false,2019-11-10,estimated,"reorder detected (row 1248 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Triangle of Sadness,false,2024-07-23,exact,"reorder detected (row 1249 had ""Zoolander 2""); date from title-string fallback"
Tron: Legacy,false,2019-11-10,estimated,"reorder detected (row 1250 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Troy,false,2019-11-10,estimated,"reorder detected (row 1251 had ""Zootopia""); date from title-string fallback; present in oldest revision"
True Grit,false,2019-11-10,estimated,"reorder detected (row 1252 had ""Zootopia""); date from title-string fallback; present in oldest revision"
The Truman Show,false,2019-11-10,estimated,"reorder detected (row 1253 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Trumbo,false,2020-06-12,exact,"reorder detected (row 1254 had ""Zootopia""); date from title-string fallback"
The Truth About Jussie Smollett?,false,2025-09-21,exact,"reorder detected (row 1255 had ""Zootopia""); date from title-string fallback"
Turbo,false,2019-11-10,estimated,"reorder detected (row 1256 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Turner and Hooch,false,2019-11-10,estimated,"reorder detected (row 1257 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Turning Red,false,2022-03-31,exact,"reorder detected (row 1258 had ""Zootopia""); date from title-string fallback"
Twister,false,2019-11-10,estimated,"reorder detected (row 1259 had ""Zoolander 2""); date from title-string fallback; present in oldest revision"
Unbreakable,false,2019-11-10,estimated,"reorder detected (row 1260 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Uncut Gems,false,2020-01-17,exact,"reorder detected (row 1261 had ""Zootopia""); date from title-string fallback"
Undercover Brother,false,2019-11-10,estimated,"reorder detected (row 1262 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Unthinkable,false,2019-11-10,estimated,"reorder detected (row 1263 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Up,false,2019-11-10,estimated,"reorder detected (row 1264 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Up in the Air,false,2019-11-10,estimated,"reorder detected (row 1265 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Up in Smoke (Cheech and Chong),false,2019-11-10,estimated,"reorder detected (row 1266 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Urban Legend,false,2019-11-10,estimated,"reorder detected (row 1267 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Urbanized,false,2019-11-10,estimated,"reorder detected (row 1268 had ""Zootopia""); date from title-string fallback; present in oldest revision"
The Usual Suspects,false,2019-11-10,estimated,"reorder detected (row 1269 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Valentine’s Day,false,2019-11-10,estimated,"reorder detected (row 1270 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Valkyrie,false,2019-11-10,estimated,"reorder detected (row 1271 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Vantage Point,false,2019-11-10,estimated,"reorder detected (row 1272 had ""Zootopia""); date from title-string fallback; present in oldest revision"
V for Vendetta,false,2019-11-10,estimated,"reorder detected (row 1273 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Velvet Buzzsaw,false,2019-11-10,estimated,"reorder detected (row 1274 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Vertigo,false,2019-11-10,estimated,"reorder detected (row 1275 had ""Zootopia""); date from title-string fallback; present in oldest revision"
A Very Murray Christmas,false,2019-11-10,estimated,"reorder detected (row 1276 had ""Zootopia""); date from title-string fallback; present in oldest revision"
The Village,false,2019-11-10,estimated,"reorder detected (row 1277 had ""Zootopia""); date from title-string fallback; present in oldest revision"
The Void,false,2019-11-10,estimated,"reorder detected (row 1278 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Waiting for Superman,false,2019-11-10,estimated,"reorder detected (row 1279 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Waking Life,false,2019-11-10,estimated,"reorder detected (row 1280 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Wal-Mart: The High Cost of Low Prices,false,2019-11-10,estimated,"reorder detected (row 1281 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Walk The Line,false,2019-11-10,estimated,"reorder detected (row 1282 had ""Zootopia""); date from title-string fallback; present in oldest revision"
A Walk To Remember,false,2019-11-10,estimated,"reorder detected (row 1283 had ""Zoolander""); date from title-string fallback; present in oldest revision"
Wall-E,false,2019-11-10,estimated,"reorder detected (row 1284 had ""Zoolander 2""); date from title-string fallback; present in oldest revision"
Wanted,false,2019-11-10,estimated,"reorder detected (row 1285 had ""Zootopia""); date from title-string fallback; present in oldest revision"
War Dogs,false,2019-11-10,estimated,"reorder detected (row 1286 had ""Zootopia""); date from title-string fallback; present in oldest revision"
War of the Worlds,false,2019-11-10,estimated,"reorder detected (row 1287 had ""Zoolander 2""); date from title-string fallback; present in oldest revision"
The Warriors,false,2019-11-10,estimated,"reorder detected (row 1288 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Watchmen,false,2019-11-10,estimated,"reorder detected (row 1289 had ""Zootopia""); date from title-string fallback; present in oldest revision"
The Waterboy,false,2019-11-10,estimated,"reorder detected (row 1290 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Waterworld,false,2019-11-10,estimated,"reorder detected (row 1291 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Wayne’s World,false,2019-11-10,estimated,"reorder detected (row 1292 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Wayne’s World 2,false,2019-11-10,estimated,"reorder detected (row 1293 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Weapons,false,2025-11-13,exact,"reorder detected (row 1294 had ""Zootopia""); date from title-string fallback"
Wedding Crashers,false,2019-11-10,estimated,"reorder detected (row 1295 had ""Zootopia""); date from title-string fallback; present in oldest revision"
The Wedding Singer,false,2019-11-10,estimated,"reorder detected (row 1296 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Weekend at Bernie’s,false,2019-11-10,estimated,"reorder detected (row 1297 had ""Zootopia""); date from title-string fallback; present in oldest revision"
The Whale,false,2024-12-08,exact,"reorder detected (row 1298 had ""Zootopia""); date from title-string fallback"
What About Bob?,false,2019-11-10,estimated,"reorder detected (row 1299 had ""Zoolander 2""); date from title-string fallback; present in oldest revision"
What Dreams May Come,false,2019-11-10,estimated,"reorder detected (row 1300 had ""Zootopia""); date from title-string fallback; present in oldest revision"
What Lies Beneath,false,2019-11-10,estimated,"reorder detected (row 1301 had ""Zootopia""); date from title-string fallback; present in oldest revision"
What We Do In The Shadows,false,2019-11-10,estimated,"reorder detected (row 1302 had ""Zombieland""); date from title-string fallback; present in oldest revision"
What Women Want,false,2019-11-10,estimated,"reorder detected (row 1303 had ""Zoolander""); date from title-string fallback; present in oldest revision"
When Harry Met Sally,false,2019-11-10,estimated,"reorder detected (row 1304 had ""Zoolander 2""); date from title-string fallback; present in oldest revision"
Where the Wild Things Are,false,2019-11-10,estimated,"reorder detected (row 1305 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Whiplash,false,2019-11-10,estimated,"reorder detected (row 1306 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Who is Bozo Texino,false,2019-11-10,estimated,"reorder detected (row 1307 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Who Killed The Electric Car?,false,2019-11-10,estimated,"reorder detected (row 1308 had ""Zombieland""); date from title-string fallback; present in oldest revision"
The Whole Nine Yards,false,2019-11-10,estimated,"reorder detected (row 1309 had ""Zoolander""); date from title-string fallback; present in oldest revision"
The Whole Ten Yards,false,2019-11-10,estimated,"reorder detected (row 1310 had ""Zoolander 2""); date from title-string fallback; present in oldest revision"
WikiRebels,false,2019-11-10,estimated,"reorder detected (row 1311 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Wild Hogs,false,2019-11-10,estimated,"reorder detected (row 1312 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Wild Wild West,false,2019-11-10,estimated,"reorder detected (row 1313 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Willy Wonka & the Chocolate Factory,false,2019-11-10,estimated,"reorder detected (row 1314 had ""Zoolander 2""); date from title-string fallback; present in oldest revision"
Winnebago Man,false,2019-11-10,estimated,"reorder detected (row 1315 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Winter’s Bone,false,2019-11-10,estimated,"reorder detected (row 1316 had ""Zootopia""); date from title-string fallback; present in oldest revision"
The Wizard of Oz,false,2019-11-10,estimated,"reorder detected (row 1317 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Wonder,false,2019-11-10,estimated,"reorder detected (row 1318 had ""Zoolander 2""); date from title-string fallback; present in oldest revision"
The Wonderful Story of Henry Sugar,false,2024-07-31,exact,"reorder detected (row 1319 had ""Zootopia""); date from title-string fallback"
Wreck-It Ralph,false,2019-11-10,estimated,"reorder detected (row 1320 had ""Zootopia""); date from title-string fallback; present in oldest revision"
The Wrestler,false,2019-11-10,estimated,"reorder detected (row 1321 had ""Zootopia""); date from title-string fallback; present in oldest revision"
The Wolf of Wall Street,false,2019-11-10,estimated,"reorder detected (row 1322 had ""Zootopia""); date from title-string fallback; present in oldest revision"
The World is Not Enough,false,2019-11-10,estimated,"reorder detected (row 1323 had ""Zootopia""); date from title-string fallback; present in oldest revision"
World War Z,false,2019-11-10,estimated,"reorder detected (row 1324 had ""Zootopia""); date from title-string fallback; present in oldest revision"
X-Men,false,2019-11-10,estimated,"reorder detected (row 1325 had ""Zootopia""); date from title-string fallback; present in oldest revision"
X-Men: First Class,false,2019-11-10,estimated,"reorder detected (row 1326 had ""Zootopia""); date from title-string fallback; present in oldest revision"
X2: X-Men United,false,2019-11-10,estimated,"reorder detected (row 1327 had ""Young At Heart""); date from title-string fallback; present in oldest revision"
X-Men 3: The Last Stand,false,2019-11-10,estimated,"reorder detected (row 1328 had ""Youth in Revolt""); date from title-string fallback; present in oldest revision"
XXX,false,2019-11-10,estimated,"reorder detected (row 1329 had ""Zeitgeist: The Movie""); date from title-string fallback; present in oldest revision"
Year One,false,2019-11-10,estimated,"reorder detected (row 1330 had ""Zodiac""); date from title-string fallback; present in oldest revision"
Yes Man,false,2019-11-10,estimated,"reorder detected (row 1331 had ""Zombieland""); date from title-string fallback; present in oldest revision"
Yesterday,false,2019-11-10,estimated,"reorder detected (row 1332 had ""Zoolander""); date from title-string fallback; present in oldest revision"
You Only Live Twice,false,2019-11-10,estimated,"reorder detected (row 1333 had ""Zoolander 2""); date from title-string fallback; present in oldest revision"
You’ve Got Mail,false,2019-11-10,estimated,"reorder detected (row 1334 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Young Frankenstein,false,2019-11-10,estimated,"reorder detected (row 1335 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Young At Heart,false,2019-11-10,estimated,"reorder detected (row 1336 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Youth in Revolt,false,2019-11-10,estimated,"reorder detected (row 1337 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Zeitgeist: The Movie,false,2019-11-10,estimated,"reorder detected (row 1338 had ""Zoolander""); date from title-string fallback; present in oldest revision"
Zodiac,false,2019-11-10,estimated,"reorder detected (row 1339 had ""Zoolander 2""); date from title-string fallback; present in oldest revision"
Zombieland,false,2019-11-10,estimated,"reorder detected (row 1340 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Zoolander,false,2019-11-10,estimated,"reorder detected (row 1341 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Zoolander 2,false,2019-11-10,estimated,"reorder detected (row 1342 had ""Zootopia""); date from title-string fallback; present in oldest revision"
Zootopia,false,2026-04-01,exact,
